Node1	Node2	Sim	Node1Chrname	Node1Chr	Node2Chrname	Node2Chr
soff_lappurple_cm036169.1	sspo_ap85441_cm010694.1	0.11782007647380142	B03	Chr03	3D	Chr03
soff_lappurple_cm036174.1	sspo_ap85441_cm010694.1	0.11571333909859724	G03	Chr03	3D	Chr03
soff_lappurple_cm036173.1	sspo_ap85441_cm010694.1	0.11101225561066749	F03	Chr03	3D	Chr03
soff_lappurple_cm036171.1	sspo_ap85441_cm010694.1	0.10961864222733787	D03	Chr03	3D	Chr03
soff_lappurple_cm036172.1	sspo_ap85441_cm010694.1	0.10912949752205703	E03	Chr03	3D	Chr03
sspo_ap85441_cm010695.1	sspo_ap85441_cm010695.1	1.0	4A	Chr04	4A	Chr04
sspo_ap85441_cm010696.1	sspo_ap85441_cm010695.1	0.19627179938616734	4B	Chr04	4A	Chr04
sspo_ap85441_cm010698.1	sspo_ap85441_cm010695.1	0.19199963121319336	4D	Chr04	4A	Chr04
sspo_npx_cm039591.1	sspo_ap85441_cm010695.1	0.19173257827490992	4A	Chr04	4A	Chr04
sspo_npx_cm039592.1	sspo_ap85441_cm010695.1	0.19141753891735677	4B	Chr04	4A	Chr04
sspo_ap85441_cm010697.1	sspo_ap85441_cm010695.1	0.1909417768499188	4C	Chr04	4A	Chr04
sspo_npx_cm039593.1	sspo_ap85441_cm010695.1	0.18171821479580874	4C	Chr04	4A	Chr04
sspo_npx_cm039594.1	sspo_ap85441_cm010695.1	0.17691031956236541	4D	Chr04	4A	Chr04
soff_lappurple_cm036180.1	sspo_ap85441_cm010695.1	0.13103827540695118	E04	Chr04	4A	Chr04
soff_lappurple_cm036176.1	sspo_ap85441_cm010695.1	0.13035627953785284	A04	Chr04	4A	Chr04
soff_lappurple_cm036178.1	sspo_ap85441_cm010695.1	0.1268152528081115	C04	Chr04	4A	Chr04
soff_lappurple_cm036182.1	sspo_ap85441_cm010695.1	0.12243077239817451	G04	Chr04	4A	Chr04
soff_lappurple_cm036177.1	sspo_ap85441_cm010695.1	0.11909382426500348	B04	Chr04	4A	Chr04
soff_lappurple_cm036179.1	sspo_ap85441_cm010695.1	0.11704865387999296	D04	Chr04	4A	Chr04
soff_lappurple_cm036183.1	sspo_ap85441_cm010695.1	0.1147341809434981	H04	Chr04	4A	Chr04
soff_lappurple_cm036181.1	sspo_ap85441_cm010695.1	0.09883907676776947	F04	Chr04	4A	Chr04
sspo_ap85441_cm010696.1	sspo_ap85441_cm010696.1	1.0	4B	Chr04	4B	Chr04
sspo_ap85441_cm010695.1	sspo_ap85441_cm010696.1	0.19627179938616734	4A	Chr04	4B	Chr04
sspo_npx_cm039592.1	sspo_ap85441_cm010696.1	0.19169806733924882	4B	Chr04	4B	Chr04
sspo_npx_cm039591.1	sspo_ap85441_cm010696.1	0.19034419844917722	4A	Chr04	4B	Chr04
sspo_ap85441_cm010698.1	sspo_ap85441_cm010696.1	0.18876952451059326	4D	Chr04	4B	Chr04
sspo_ap85441_cm010697.1	sspo_ap85441_cm010696.1	0.188725149450855	4C	Chr04	4B	Chr04
sspo_npx_cm039593.1	sspo_ap85441_cm010696.1	0.1825086393498652	4C	Chr04	4B	Chr04
sspo_npx_cm039594.1	sspo_ap85441_cm010696.1	0.17824679753475278	4D	Chr04	4B	Chr04
soff_lappurple_cm036180.1	sspo_ap85441_cm010696.1	0.12805734861458745	E04	Chr04	4B	Chr04
soff_lappurple_cm036176.1	sspo_ap85441_cm010696.1	0.12729421031902324	A04	Chr04	4B	Chr04
soff_lappurple_cm036178.1	sspo_ap85441_cm010696.1	0.12664701532179945	C04	Chr04	4B	Chr04
soff_lappurple_cm036182.1	sspo_ap85441_cm010696.1	0.12029430918459447	G04	Chr04	4B	Chr04
soff_lappurple_cm036177.1	sspo_ap85441_cm010696.1	0.11723966325218761	B04	Chr04	4B	Chr04
soff_lappurple_cm036179.1	sspo_ap85441_cm010696.1	0.11679137323943661	D04	Chr04	4B	Chr04
soff_lappurple_cm036183.1	sspo_ap85441_cm010696.1	0.10847022900763359	H04	Chr04	4B	Chr04
soff_lappurple_cm036181.1	sspo_ap85441_cm010696.1	0.10272481133705859	F04	Chr04	4B	Chr04
sspo_ap85441_cm010697.1	sspo_ap85441_cm010697.1	1.0	4C	Chr04	4C	Chr04
sspo_npx_cm039591.1	sspo_ap85441_cm010697.1	0.19704598085187275	4A	Chr04	4C	Chr04
sspo_npx_cm039592.1	sspo_ap85441_cm010697.1	0.19257283691912036	4B	Chr04	4C	Chr04
sspo_ap85441_cm010695.1	sspo_ap85441_cm010697.1	0.1909417768499188	4A	Chr04	4C	Chr04
sspo_ap85441_cm010696.1	sspo_ap85441_cm010697.1	0.188725149450855	4B	Chr04	4C	Chr04
sspo_ap85441_cm010698.1	sspo_ap85441_cm010697.1	0.1851369116506927	4D	Chr04	4C	Chr04
sspo_npx_cm039594.1	sspo_ap85441_cm010697.1	0.17794647296363217	4D	Chr04	4C	Chr04
sspo_npx_cm039593.1	sspo_ap85441_cm010697.1	0.17155329924339968	4C	Chr04	4C	Chr04
soff_lappurple_cm036180.1	sspo_ap85441_cm010697.1	0.12979640202520737	E04	Chr04	4C	Chr04
soff_lappurple_cm036176.1	sspo_ap85441_cm010697.1	0.1294056116766264	A04	Chr04	4C	Chr04
soff_lappurple_cm036178.1	sspo_ap85441_cm010697.1	0.12166793796084414	C04	Chr04	4C	Chr04
soff_lappurple_cm036182.1	sspo_ap85441_cm010697.1	0.11914470523834526	G04	Chr04	4C	Chr04
soff_lappurple_cm036179.1	sspo_ap85441_cm010697.1	0.11179544405935814	D04	Chr04	4C	Chr04
soff_lappurple_cm036177.1	sspo_ap85441_cm010697.1	0.11083928102064336	B04	Chr04	4C	Chr04
soff_lappurple_cm036183.1	sspo_ap85441_cm010697.1	0.10966678215988243	H04	Chr04	4C	Chr04
soff_lappurple_cm036181.1	sspo_ap85441_cm010697.1	0.09742226410014806	F04	Chr04	4C	Chr04
sspo_ap85441_cm010698.1	sspo_ap85441_cm010698.1	1.0	4D	Chr04	4D	Chr04
sspo_ap85441_cm010695.1	sspo_ap85441_cm010698.1	0.19199963121319336	4A	Chr04	4D	Chr04
sspo_ap85441_cm010696.1	sspo_ap85441_cm010698.1	0.18876952451059326	4B	Chr04	4D	Chr04
sspo_npx_cm039592.1	sspo_ap85441_cm010698.1	0.1870625463186251	4B	Chr04	4D	Chr04
sspo_npx_cm039591.1	sspo_ap85441_cm010698.1	0.18578615782078592	4A	Chr04	4D	Chr04
sspo_ap85441_cm010697.1	sspo_ap85441_cm010698.1	0.1851369116506927	4C	Chr04	4D	Chr04
sspo_npx_cm039593.1	sspo_ap85441_cm010698.1	0.17348754448398576	4C	Chr04	4D	Chr04
sspo_npx_cm039594.1	sspo_ap85441_cm010698.1	0.17057916073713542	4D	Chr04	4D	Chr04
soff_lappurple_cm036176.1	sspo_ap85441_cm010698.1	0.12985462597477615	A04	Chr04	4D	Chr04
soff_lappurple_cm036180.1	sspo_ap85441_cm010698.1	0.12773453765094006	E04	Chr04	4D	Chr04
soff_lappurple_cm036178.1	sspo_ap85441_cm010698.1	0.12714316167737613	C04	Chr04	4D	Chr04
soff_lappurple_cm036177.1	sspo_ap85441_cm010698.1	0.11706854073266287	B04	Chr04	4D	Chr04
soff_lappurple_cm036182.1	sspo_ap85441_cm010698.1	0.11485949098621422	G04	Chr04	4D	Chr04
soff_lappurple_cm036179.1	sspo_ap85441_cm010698.1	0.11389324709423329	D04	Chr04	4D	Chr04
soff_lappurple_cm036183.1	sspo_ap85441_cm010698.1	0.11204019336524414	H04	Chr04	4D	Chr04
soff_lappurple_cm036181.1	sspo_ap85441_cm010698.1	0.09658724332020735	F04	Chr04	4D	Chr04
sspo_ap85441_cm010699.1	sspo_ap85441_cm010699.1	1.0	5A	Chr05	5A	Chr05
sspo_ap85441_cm010702.1	sspo_ap85441_cm010699.1	0.17233517005510166	5D	Chr05	5A	Chr05
sspo_ap85441_cm010701.1	sspo_ap85441_cm010699.1	0.1638419735710376	5C	Chr05	5A	Chr05
sspo_ap85441_cm010700.1	sspo_ap85441_cm010699.1	0.1604791919659207	5B	Chr05	5A	Chr05
sspo_npx_cm039601.1	sspo_ap85441_cm010699.1	0.1522841522841523	6C	Chr06	5A	Chr05
sspo_npx_cm039599.1	sspo_ap85441_cm010699.1	0.14605173587474474	6A	Chr06	5A	Chr05
sspo_npx_cm039602.1	sspo_ap85441_cm010699.1	0.1452340227025346	6D	Chr06	5A	Chr05
sspo_npx_cm039600.1	sspo_ap85441_cm010699.1	0.14323170870127808	6B	Chr06	5A	Chr05
soff_lappurple_cm036194.1	sspo_ap85441_cm010699.1	0.10661663588857019	C06	Chr06	5A	Chr05
soff_lappurple_cm036195.1	sspo_ap85441_cm010699.1	0.10504833276643369	D06	Chr06	5A	Chr05
soff_lappurple_cm036193.1	sspo_ap85441_cm010699.1	0.10490297463349352	B06	Chr06	5A	Chr05
soff_lappurple_cm036192.1	sspo_ap85441_cm010699.1	0.09950870836574152	A06	Chr06	5A	Chr05
soff_lappurple_cm036197.1	sspo_ap85441_cm010699.1	0.08471047648172761	F06	Chr06	5A	Chr05
soff_lappurple_cm036196.1	sspo_ap85441_cm010699.1	0.08176735337787676	E06	Chr06	5A	Chr05
soff_lappurple_cm036198.1	sspo_ap85441_cm010699.1	0.08170693366224092	G06	Chr06	5A	Chr05
sspo_npx_cm039596.1	sspo_ap85441_cm010699.1	0.08010300089135387	5B	Chr05	5A	Chr05
sspo_ap85441_cm010700.1	sspo_ap85441_cm010700.1	1.0	5B	Chr05	5B	Chr05
sspo_ap85441_cm010702.1	sspo_ap85441_cm010700.1	0.16072315979883514	5D	Chr05	5B	Chr05
sspo_ap85441_cm010699.1	sspo_ap85441_cm010700.1	0.1604791919659207	5A	Chr05	5B	Chr05
sspo_ap85441_cm010701.1	sspo_ap85441_cm010700.1	0.16041122555780538	5C	Chr05	5B	Chr05
sspo_npx_cm039601.1	sspo_ap85441_cm010700.1	0.14208757158029584	6C	Chr06	5B	Chr05
sspo_npx_cm039600.1	sspo_ap85441_cm010700.1	0.13863308617302736	6B	Chr06	5B	Chr05
sspo_npx_cm039602.1	sspo_ap85441_cm010700.1	0.1347709788663896	6D	Chr06	5B	Chr05
sspo_npx_cm039599.1	sspo_ap85441_cm010700.1	0.1305110276759819	6A	Chr06	5B	Chr05
soff_lappurple_cm036194.1	sspo_ap85441_cm010700.1	0.09964231466509874	C06	Chr06	5B	Chr05
soff_lappurple_cm036193.1	sspo_ap85441_cm010700.1	0.09347357391847509	B06	Chr06	5B	Chr05
soff_lappurple_cm036192.1	sspo_ap85441_cm010700.1	0.09336203591754888	A06	Chr06	5B	Chr05
soff_lappurple_cm036195.1	sspo_ap85441_cm010700.1	0.09243441122635754	D06	Chr06	5B	Chr05
sspo_npx_cm039595.1	sspo_ap85441_cm010700.1	0.08436146349009901	5A	Chr05	5B	Chr05
soff_lappurple_cm036197.1	sspo_ap85441_cm010700.1	0.08282599461984992	F06	Chr06	5B	Chr05
sspo_npx_cm039596.1	sspo_ap85441_cm010700.1	0.08210457099589527	5B	Chr05	5B	Chr05
soff_lappurple_cm036196.1	sspo_ap85441_cm010700.1	0.08169972727908441	E06	Chr06	5B	Chr05
sspo_ap85441_cm010701.1	sspo_ap85441_cm010701.1	1.0	5C	Chr05	5C	Chr05
sspo_ap85441_cm010699.1	sspo_ap85441_cm010701.1	0.1638419735710376	5A	Chr05	5C	Chr05
sspo_ap85441_cm010702.1	sspo_ap85441_cm010701.1	0.16350388503129187	5D	Chr05	5C	Chr05
sspo_ap85441_cm010700.1	sspo_ap85441_cm010701.1	0.16041122555780538	5B	Chr05	5C	Chr05
sspo_npx_cm039601.1	sspo_ap85441_cm010701.1	0.13312645803072318	6C	Chr06	5C	Chr05
sspo_npx_cm039602.1	sspo_ap85441_cm010701.1	0.13159569834835338	6D	Chr06	5C	Chr05
sspo_npx_cm039600.1	sspo_ap85441_cm010701.1	0.12781406376454765	6B	Chr06	5C	Chr05
sspo_npx_cm039599.1	sspo_ap85441_cm010701.1	0.12780006591733056	6A	Chr06	5C	Chr05
soff_lappurple_cm036194.1	sspo_ap85441_cm010701.1	0.09635730812585283	C06	Chr06	5C	Chr05
soff_lappurple_cm036193.1	sspo_ap85441_cm010701.1	0.09629190272636165	B06	Chr06	5C	Chr05
soff_lappurple_cm036192.1	sspo_ap85441_cm010701.1	0.09062670570138441	A06	Chr06	5C	Chr05
soff_lappurple_cm036195.1	sspo_ap85441_cm010701.1	0.08749752676588915	D06	Chr06	5C	Chr05
sspo_npx_cm039595.1	sspo_ap85441_cm010701.1	0.08311911720147394	5A	Chr05	5C	Chr05
soff_lappurple_cm036196.1	sspo_ap85441_cm010701.1	0.08229809990298384	E06	Chr06	5C	Chr05
sspo_npx_cm039597.1	sspo_ap85441_cm010701.1	0.08134278883821845	5C	Chr05	5C	Chr05
sspo_npx_cm039596.1	sspo_ap85441_cm010701.1	0.0810056428859331	5B	Chr05	5C	Chr05
sspo_npx_cm039598.1	sspo_ap85441_cm010701.1	0.08044858613114524	5D	Chr05	5C	Chr05
sspo_ap85441_cm010702.1	sspo_ap85441_cm010702.1	1.0	5D	Chr05	5D	Chr05
sspo_ap85441_cm010699.1	sspo_ap85441_cm010702.1	0.17233517005510166	5A	Chr05	5D	Chr05
sspo_ap85441_cm010701.1	sspo_ap85441_cm010702.1	0.16350388503129187	5C	Chr05	5D	Chr05
sspo_ap85441_cm010700.1	sspo_ap85441_cm010702.1	0.16072315979883514	5B	Chr05	5D	Chr05
sspo_npx_cm039601.1	sspo_ap85441_cm010702.1	0.15219149833088377	6C	Chr06	5D	Chr05
sspo_npx_cm039602.1	sspo_ap85441_cm010702.1	0.14841450322640223	6D	Chr06	5D	Chr05
sspo_npx_cm039599.1	sspo_ap85441_cm010702.1	0.14625189788496168	6A	Chr06	5D	Chr05
sspo_npx_cm039600.1	sspo_ap85441_cm010702.1	0.140251779129577	6B	Chr06	5D	Chr05
soff_lappurple_cm036194.1	sspo_ap85441_cm010702.1	0.11005456914806971	C06	Chr06	5D	Chr05
soff_lappurple_cm036193.1	sspo_ap85441_cm010702.1	0.10634253911582485	B06	Chr06	5D	Chr05
soff_lappurple_cm036195.1	sspo_ap85441_cm010702.1	0.10516789982925441	D06	Chr06	5D	Chr05
soff_lappurple_cm036192.1	sspo_ap85441_cm010702.1	0.1033820766277265	A06	Chr06	5D	Chr05
soff_lappurple_cm036197.1	sspo_ap85441_cm010702.1	0.09327722796712654	F06	Chr06	5D	Chr05
soff_lappurple_cm036198.1	sspo_ap85441_cm010702.1	0.08710135015325379	G06	Chr06	5D	Chr05
soff_lappurple_cm036196.1	sspo_ap85441_cm010702.1	0.08024103645676409	E06	Chr06	5D	Chr05
sspo_ap85441_cm010703.1	sspo_ap85441_cm010703.1	1.0	6A	Chr06	6A	Chr06
sspo_ap85441_cm010704.1	sspo_ap85441_cm010703.1	0.16354271900707174	6B	Chr06	6A	Chr06
sspo_ap85441_cm010706.1	sspo_ap85441_cm010703.1	0.15910762002116174	6D	Chr06	6A	Chr06
sspo_ap85441_cm010705.1	sspo_ap85441_cm010703.1	0.15445408085635778	6C	Chr06	6A	Chr06
sspo_npx_cm039603.1	sspo_ap85441_cm010703.1	0.1416589197488954	7A	Chr07	6A	Chr06
sspo_npx_cm039604.1	sspo_ap85441_cm010703.1	0.13874215301229054	7B	Chr07	6A	Chr06
sspo_npx_cm039606.1	sspo_ap85441_cm010703.1	0.13729825573322224	7D	Chr07	6A	Chr06
sspo_npx_cm039605.1	sspo_ap85441_cm010703.1	0.13027036240066472	7C	Chr07	6A	Chr06
soff_lappurple_cm036200.1	sspo_ap85441_cm010703.1	0.09948995826931295	A07	Chr07	6A	Chr06
soff_lappurple_cm036201.1	sspo_ap85441_cm010703.1	0.09507119178563626	B07	Chr07	6A	Chr06
soff_lappurple_cm036203.1	sspo_ap85441_cm010703.1	0.09013887245038861	D07	Chr07	6A	Chr06
soff_lappurple_cm036202.1	sspo_ap85441_cm010703.1	0.08649200948346841	C07	Chr07	6A	Chr06
soff_lappurple_cm036206.1	sspo_ap85441_cm010703.1	0.08569031148950104	G07	Chr07	6A	Chr06
soff_lappurple_cm036204.1	sspo_ap85441_cm010703.1	0.08403243708066274	E07	Chr07	6A	Chr06
sspo_ap85441_cm010704.1	sspo_ap85441_cm010704.1	1.0	6B	Chr06	6B	Chr06
sspo_ap85441_cm010703.1	sspo_ap85441_cm010704.1	0.16354271900707174	6A	Chr06	6B	Chr06
sspo_ap85441_cm010706.1	sspo_ap85441_cm010704.1	0.1563446762842734	6D	Chr06	6B	Chr06
sspo_ap85441_cm010705.1	sspo_ap85441_cm010704.1	0.1532363719216967	6C	Chr06	6B	Chr06
sspo_npx_cm039603.1	sspo_ap85441_cm010704.1	0.1355071897903861	7A	Chr07	6B	Chr06
sspo_npx_cm039606.1	sspo_ap85441_cm010704.1	0.13473908706270854	7D	Chr07	6B	Chr06
sspo_npx_cm039604.1	sspo_ap85441_cm010704.1	0.1335319640652083	7B	Chr07	6B	Chr06
sspo_npx_cm039605.1	sspo_ap85441_cm010704.1	0.12556939481465415	7C	Chr07	6B	Chr06
soff_lappurple_cm036200.1	sspo_ap85441_cm010704.1	0.09388743152534526	A07	Chr07	6B	Chr06
soff_lappurple_cm036201.1	sspo_ap85441_cm010704.1	0.09185492857866477	B07	Chr07	6B	Chr06
soff_lappurple_cm036203.1	sspo_ap85441_cm010704.1	0.09101692402194404	D07	Chr07	6B	Chr06
soff_lappurple_cm036202.1	sspo_ap85441_cm010704.1	0.08681524726738116	C07	Chr07	6B	Chr06
soff_lappurple_cm036206.1	sspo_ap85441_cm010704.1	0.08568817038521684	G07	Chr07	6B	Chr06
sspo_ap85441_cm010705.1	sspo_ap85441_cm010705.1	1.0	6C	Chr06	6C	Chr06
sspo_ap85441_cm010706.1	sspo_ap85441_cm010705.1	0.1555019836373645	6D	Chr06	6C	Chr06
sspo_ap85441_cm010703.1	sspo_ap85441_cm010705.1	0.15445408085635778	6A	Chr06	6C	Chr06
sspo_ap85441_cm010704.1	sspo_ap85441_cm010705.1	0.1532363719216967	6B	Chr06	6C	Chr06
sspo_npx_cm039606.1	sspo_ap85441_cm010705.1	0.12832236804597438	7D	Chr07	6C	Chr06
sspo_npx_cm039603.1	sspo_ap85441_cm010705.1	0.12783262967764814	7A	Chr07	6C	Chr06
sspo_npx_cm039604.1	sspo_ap85441_cm010705.1	0.12742700668236778	7B	Chr07	6C	Chr06
sspo_npx_cm039605.1	sspo_ap85441_cm010705.1	0.12078354687979627	7C	Chr07	6C	Chr06
soff_lappurple_cm036200.1	sspo_ap85441_cm010705.1	0.0928099285039795	A07	Chr07	6C	Chr06
soff_lappurple_cm036203.1	sspo_ap85441_cm010705.1	0.08916827034914458	D07	Chr07	6C	Chr06
soff_lappurple_cm036201.1	sspo_ap85441_cm010705.1	0.08881861442557362	B07	Chr07	6C	Chr06
soff_lappurple_cm036202.1	sspo_ap85441_cm010705.1	0.08495091417692169	C07	Chr07	6C	Chr06
soff_lappurple_cm036206.1	sspo_ap85441_cm010705.1	0.08338187293248783	G07	Chr07	6C	Chr06
sspo_ap85441_cm010706.1	sspo_ap85441_cm010706.1	1.0	6D	Chr06	6D	Chr06
sspo_ap85441_cm010703.1	sspo_ap85441_cm010706.1	0.15910762002116174	6A	Chr06	6D	Chr06
sspo_ap85441_cm010704.1	sspo_ap85441_cm010706.1	0.1563446762842734	6B	Chr06	6D	Chr06
sspo_ap85441_cm010705.1	sspo_ap85441_cm010706.1	0.1555019836373645	6C	Chr06	6D	Chr06
sspo_npx_cm039603.1	sspo_ap85441_cm010706.1	0.12743722589839046	7A	Chr07	6D	Chr06
sspo_npx_cm039604.1	sspo_ap85441_cm010706.1	0.1267604052020395	7B	Chr07	6D	Chr06
sspo_npx_cm039606.1	sspo_ap85441_cm010706.1	0.1253940892286058	7D	Chr07	6D	Chr06
sspo_npx_cm039605.1	sspo_ap85441_cm010706.1	0.11990529916853576	7C	Chr07	6D	Chr06
soff_lappurple_cm036200.1	sspo_ap85441_cm010706.1	0.09072594184406689	A07	Chr07	6D	Chr06
soff_lappurple_cm036201.1	sspo_ap85441_cm010706.1	0.08986372668677312	B07	Chr07	6D	Chr06
soff_lappurple_cm036203.1	sspo_ap85441_cm010706.1	0.08623681470653191	D07	Chr07	6D	Chr06
soff_lappurple_cm036202.1	sspo_ap85441_cm010706.1	0.08479070112736105	C07	Chr07	6D	Chr06
soff_lappurple_cm036206.1	sspo_ap85441_cm010706.1	0.08113605791839368	G07	Chr07	6D	Chr06
sspo_ap85441_cm010707.1	sspo_ap85441_cm010707.1	1.0	7A	Chr07	7A	Chr07
sspo_ap85441_cm010708.1	sspo_ap85441_cm010707.1	0.17188887062304783	7B	Chr07	7A	Chr07
sspo_ap85441_cm010709.1	sspo_ap85441_cm010707.1	0.17013238652969767	7C	Chr07	7A	Chr07
sspo_ap85441_cm010710.1	sspo_ap85441_cm010707.1	0.16451154875841362	7D	Chr07	7A	Chr07
sspo_npx_cm039614.1	sspo_ap85441_cm010707.1	0.15285810861563884	9D	Chr09	7A	Chr07
sspo_npx_cm039612.1	sspo_ap85441_cm010707.1	0.147828871525554	9B	Chr09	7A	Chr07
sspo_npx_cm039611.1	sspo_ap85441_cm010707.1	0.1458437947800953	9A	Chr09	7A	Chr07
sspo_npx_cm039613.1	sspo_ap85441_cm010707.1	0.14393598521238948	9C	Chr09	7A	Chr07
soff_lappurple_cm036218.1	sspo_ap85441_cm010707.1	0.11341104695500599	C09	Chr09	7A	Chr07
soff_lappurple_cm036217.1	sspo_ap85441_cm010707.1	0.11024061450252214	B09	Chr09	7A	Chr07
soff_lappurple_cm036220.1	sspo_ap85441_cm010707.1	0.10701298103480023	E09	Chr09	7A	Chr07
soff_lappurple_cm036219.1	sspo_ap85441_cm010707.1	0.10179244205959584	D09	Chr09	7A	Chr07
soff_lappurple_cm036222.1	sspo_ap85441_cm010707.1	0.10031676442603009	G09	Chr09	7A	Chr07
soff_lappurple_cm036216.1	sspo_ap85441_cm010707.1	0.09693023657585868	A09	Chr09	7A	Chr07
soff_lappurple_cm036221.1	sspo_ap85441_cm010707.1	0.08926900821196336	F09	Chr09	7A	Chr07
soff_lappurple_cm036223.1	sspo_ap85441_cm010707.1	0.08830952469757437	H09	Chr09	7A	Chr07
sspo_ap85441_cm010708.1	sspo_ap85441_cm010708.1	1.0	7B	Chr07	7B	Chr07
sspo_ap85441_cm010707.1	sspo_ap85441_cm010708.1	0.17188887062304783	7A	Chr07	7B	Chr07
sspo_ap85441_cm010709.1	sspo_ap85441_cm010708.1	0.16712978360458755	7C	Chr07	7B	Chr07
sspo_ap85441_cm010710.1	sspo_ap85441_cm010708.1	0.1597610288202675	7D	Chr07	7B	Chr07
sspo_npx_cm039614.1	sspo_ap85441_cm010708.1	0.14938242545125682	9D	Chr09	7B	Chr07
sspo_npx_cm039612.1	sspo_ap85441_cm010708.1	0.1482706002034588	9B	Chr09	7B	Chr07
sspo_npx_cm039611.1	sspo_ap85441_cm010708.1	0.14801145014921738	9A	Chr09	7B	Chr07
sspo_npx_cm039613.1	sspo_ap85441_cm010708.1	0.14561369571525293	9C	Chr09	7B	Chr07
soff_lappurple_cm036217.1	sspo_ap85441_cm010708.1	0.11075471082647413	B09	Chr09	7B	Chr07
soff_lappurple_cm036218.1	sspo_ap85441_cm010708.1	0.1076076776506303	C09	Chr09	7B	Chr07
soff_lappurple_cm036219.1	sspo_ap85441_cm010708.1	0.10332262495317449	D09	Chr09	7B	Chr07
soff_lappurple_cm036220.1	sspo_ap85441_cm010708.1	0.10019191242434222	E09	Chr09	7B	Chr07
soff_lappurple_cm036222.1	sspo_ap85441_cm010708.1	0.096687715953771	G09	Chr09	7B	Chr07
soff_lappurple_cm036216.1	sspo_ap85441_cm010708.1	0.09565077664702731	A09	Chr09	7B	Chr07
soff_lappurple_cm036221.1	sspo_ap85441_cm010708.1	0.08706945874814052	F09	Chr09	7B	Chr07
soff_lappurple_cm036223.1	sspo_ap85441_cm010708.1	0.08652815921378341	H09	Chr09	7B	Chr07
sspo_ap85441_cm010709.1	sspo_ap85441_cm010709.1	1.0	7C	Chr07	7C	Chr07
sspo_ap85441_cm010707.1	sspo_ap85441_cm010709.1	0.17013238652969767	7A	Chr07	7C	Chr07
sspo_ap85441_cm010708.1	sspo_ap85441_cm010709.1	0.16712978360458755	7B	Chr07	7C	Chr07
sspo_ap85441_cm010710.1	sspo_ap85441_cm010709.1	0.16546171891661335	7D	Chr07	7C	Chr07
sspo_npx_cm039611.1	sspo_ap85441_cm010709.1	0.1519237966461832	9A	Chr09	7C	Chr07
sspo_npx_cm039612.1	sspo_ap85441_cm010709.1	0.1502785497805556	9B	Chr09	7C	Chr07
sspo_npx_cm039613.1	sspo_ap85441_cm010709.1	0.1490225671985051	9C	Chr09	7C	Chr07
sspo_npx_cm039614.1	sspo_ap85441_cm010709.1	0.147263912464738	9D	Chr09	7C	Chr07
soff_lappurple_cm036217.1	sspo_ap85441_cm010709.1	0.10951946308724832	B09	Chr09	7C	Chr07
soff_lappurple_cm036218.1	sspo_ap85441_cm010709.1	0.10661150872566014	C09	Chr09	7C	Chr07
soff_lappurple_cm036219.1	sspo_ap85441_cm010709.1	0.09880584010098414	D09	Chr09	7C	Chr07
soff_lappurple_cm036222.1	sspo_ap85441_cm010709.1	0.09810805079754023	G09	Chr09	7C	Chr07
soff_lappurple_cm036220.1	sspo_ap85441_cm010709.1	0.09767374171592334	E09	Chr09	7C	Chr07
soff_lappurple_cm036216.1	sspo_ap85441_cm010709.1	0.09573138438724711	A09	Chr09	7C	Chr07
soff_lappurple_cm036221.1	sspo_ap85441_cm010709.1	0.09006823694770012	F09	Chr09	7C	Chr07
soff_lappurple_cm036223.1	sspo_ap85441_cm010709.1	0.08555052277501853	H09	Chr09	7C	Chr07
sspo_ap85441_cm010710.1	sspo_ap85441_cm010710.1	1.0	7D	Chr07	7D	Chr07
sspo_ap85441_cm010709.1	sspo_ap85441_cm010710.1	0.16546171891661335	7C	Chr07	7D	Chr07
sspo_ap85441_cm010707.1	sspo_ap85441_cm010710.1	0.16451154875841362	7A	Chr07	7D	Chr07
sspo_ap85441_cm010708.1	sspo_ap85441_cm010710.1	0.1597610288202675	7B	Chr07	7D	Chr07
sspo_npx_cm039613.1	sspo_ap85441_cm010710.1	0.13716502536556252	9C	Chr09	7D	Chr07
sspo_npx_cm039614.1	sspo_ap85441_cm010710.1	0.13529268589509552	9D	Chr09	7D	Chr07
sspo_npx_cm039612.1	sspo_ap85441_cm010710.1	0.132576702419556	9B	Chr09	7D	Chr07
sspo_npx_cm039611.1	sspo_ap85441_cm010710.1	0.131752762018513	9A	Chr09	7D	Chr07
soff_lappurple_cm036217.1	sspo_ap85441_cm010710.1	0.09777483132130751	B09	Chr09	7D	Chr07
soff_lappurple_cm036218.1	sspo_ap85441_cm010710.1	0.09730446779157381	C09	Chr09	7D	Chr07
soff_lappurple_cm036220.1	sspo_ap85441_cm010710.1	0.09094371324558947	E09	Chr09	7D	Chr07
soff_lappurple_cm036216.1	sspo_ap85441_cm010710.1	0.09088882992836296	A09	Chr09	7D	Chr07
soff_lappurple_cm036219.1	sspo_ap85441_cm010710.1	0.08782301791420333	D09	Chr09	7D	Chr07
soff_lappurple_cm036222.1	sspo_ap85441_cm010710.1	0.08581651806663539	G09	Chr09	7D	Chr07
soff_lappurple_cm036221.1	sspo_ap85441_cm010710.1	0.08545289237413342	F09	Chr09	7D	Chr07
soff_lappurple_cm036223.1	sspo_ap85441_cm010710.1	0.0820153885549147	H09	Chr09	7D	Chr07
sspo_ap85441_cm010711.1	sspo_ap85441_cm010711.1	1.0	8A	Chr08	8A	Chr08
